mean,std,max,min,ptp,rms,energy,abs_mean,argmax,argmin,fft_mean,fft_std,fft_max,fft_peak_bin,fft_energy,distance_cm,source_file,label
-6.1595458984375,501.7914389974793,1776.0,-1786.0,3562.0,501.82924213006555,2063012563.0,303.7052001953125,5349.0,5325.0,4881.9520569411125,45155.135900337205,1343794.7541584251,174.0,8451372532400.999,6,l6.txt,laptop
-12.9832763671875,440.5262789326887,1796.0,-1780.0,3576.0,440.7175602304812,1591148281.0,289.8446044921875,34.0,57.0,4771.212707159032,39615.35058441592,1248220.7489508588,173.0,6522999516337.0,6,l6.txt,laptop
-3.9244384765625,453.7449990883456,1863.0,-1828.0,3691.0,453.7619699964278,1686732189.0,274.7266845703125,54.0,30.0,5312.942967740877,40721.23913426839,1267193.7558152631,173.0,6909372046356.999,6,l6.txt,laptop
-4.5421142578125,408.45470110563735,1651.0,-1663.0,3314.0,408.47995502500066,1366883317.0,258.7008056640625,64.0,87.0,4828.53442863355,36652.4754872306,1073517.0946902786,174.0,5599446530576.999,6,l6.txt,laptop
-10.495361328125,505.0678568445484,1778.0,-1770.0,3548.0,505.1768924119086,2090628650.0,308.210693359375,5381.0,5405.0,5437.394100982489,45403.25218661253,1403650.0912329874,174.0,8566911249604.001,6,l6.txt,laptop
-7.566162109375,422.21112190753456,2003.0,-2132.0,4135.0,422.2789105218071,1460793166.0,257.3134765625,24.0,2.0,5984.63729783754,37750.3605495891,1225659.7111895825,173.0,5985330264548.002,7,l7.txt,laptop
-6.4971923828125,396.7000626284081,2010.0,-2064.0,4074.0,396.7532648866827,1289528551.0,227.4285888671875,5.0,27.0,5499.959334221658,35486.758393872304,1123163.6213119116,173.0,5283325574609.001,7,l7.txt,laptop
-4.974853515625,391.6577000472813,2063.0,-2115.0,4178.0,391.6892941782148,1256820762.0,225.009521484375,14.0,37.0,4803.395996835969,35123.27017153219,1084425.661273861,173.0,5148768404482.0,7,l7.txt,laptop
-8.9744873046875,413.6015833321296,1819.0,-1884.0,3703.0,413.69893782462935,1402034677.0,242.2537841796875,36.0,58.0,4193.2929385752705,37212.47659068502,1120623.114844315,172.0,5745436634333.002,7,l7.txt,laptop
-6.28125,402.6148725465853,1879.0,-1951.0,3830.0,402.66386688808524,1328236050.0,233.755126953125,41.0,64.0,4906.138057612347,36113.222513311426,1113392.2825809824,172.0,5441778921746.001,7,l7.txt,laptop
